IPD_01_01_001,IPD_02_01_001,name,type,label,value
30,とび,IPD_04_04_01_023,知識,セラピーとカウンセリング,0.814
30,とび,IPD_04_04_01_024,知識,教育訓練,1.271
30,とび,IPD_04_04_01_025,知識,日本語の語彙・文法,1.051
30,とび,IPD_04_04_01_026,知識,外国語の語彙・文法,0.644
30,とび,IPD_04_04_01_027,知識,芸術,0.763
30,とび,IPD_04_04_01_028,知識,歴史学・考古学,0.746
30,とび,IPD_04_04_01_029,知識,哲学・宗教学,0.627
30,とび,IPD_04_04_01_030,知識,公衆安全・危機管理,1.373
30,とび,IPD_04_04_01_031,知識,法律学、政治学,1.017
30,とび,IPD_04_04_01_032,知識,通信技術,0.678
30,とび,IPD_04_04_01_033,知識,コミュニケーションとメディア,0.983
30,とび,IPD_04_05_001,仕事の性質,他者とのかかわり,4.169
30,とび,IPD_04_05_002,仕事の性質,対面での議論,3.915
30,とび,IPD_04_05_003,仕事の性質,電話での会話,3.966
30,とび,IPD_04_05_004,仕事の性質,ビジネスレターやメモの作成,3
30,とび,IPD_04_05_005,仕事の性質,仕事上での他者との対立,3.102
30,とび,IPD_04_05_006,仕事の性質,時間的切迫,3.898
30,とび,IPD_04_05_007,仕事の性質,グループやチームでの仕事,4.119
30,とび,IPD_04_05_008,仕事の性質,外部の顧客等との接触,3.203
30,とび,IPD_04_05_009,仕事の性質,他者と調整し、リードする,3.661
30,とび,IPD_04_05_010,仕事の性質,厳密さ、正確さ,3.966
30,とび,IPD_04_05_011,仕事の性質,同一作業の反復,3.627
30,とび,IPD_04_05_012,仕事の性質,機器等の速度に応じた作業,3.22
30,とび,IPD_04_05_013,仕事の性質,結果・成果への責任,3.763
30,とび,IPD_04_05_014,仕事の性質,空調のきいた屋内作業,1.932
30,とび,IPD_04_05_015,仕事の性質,空調のきいていない屋内作業,3.254
30,とび,IPD_04_05_016,仕事の性質,屋外作業,4.525
30,とび,IPD_04_05_017,仕事の性質,座り作業,1.695
30,とび,IPD_04_05_018,仕事の性質,立ち作業,4.373
30,とび,IPD_04_05_019,仕事の性質,反復作業,3.271
30,とび,IPD_04_05_020,仕事の性質,ミスの影響度,3.559
30,とび,IPD_04_05_021,仕事の性質,意思決定の自由,3.339
30,とび,IPD_04_05_022,仕事の性質,仕事の構造化,3.22
30,とび,NA,教育と訓練,学歴(平均教育年数),10.870829769033362
30,とび,NA,教育と訓練,入職前の訓練期間(平均年数),0.40947087211306443
30,とび,NA,教育と訓練,入職前の実務経験(平均年数),0.7998965873836608
30,とび,NA,教育と訓練,入職後の訓練期間(平均年数),2.678343674594967
31,建設機械オペレーター,IPD_04_01_001,職業興味,現実的,3.667
31,建設機械オペレーター,IPD_04_01_002,職業興味,研究的,2.917
31,建設機械オペレーター,IPD_04_01_003,職業興味,芸術的,2.733
31,建設機械オペレーター,IPD_04_01_004,職業興味,社会的,3.183
31,建設機械オペレーター,IPD_04_01_005,職業興味,企業的,2.817
31,建設機械オペレーター,IPD_04_01_006,職業興味,慣習的,2.833
31,建設機械オペレーター,IPD_04_02_001,仕事価値観,達成感,3.7
31,建設機械オペレーター,IPD_04_02_002,仕事価値観,自律性,3.45
31,建設機械オペレーター,IPD_04_02_003,仕事価値観,社会的認知・地位,3.083
31,建設機械オペレーター,IPD_04_02_004,仕事価値観,良好な対人関係,3.283
31,建設機械オペレーター,IPD_04_02_005,仕事価値観,労働条件(雇用や報酬の安定性),3.067
31,建設機械オペレーター,IPD_04_02_006,仕事価値観,労働安全衛生,2.817
31,建設機械オペレーター,IPD_04_02_007,仕事価値観,組織的な支援体制,2.833
31,建設機械オペレーター,IPD_04_02_008,仕事価値観,専門性,3.633
31,建設機械オペレーター,IPD_04_02_009,仕事価値観,奉仕・社会貢献,3.017
31,建設機械オペレーター,IPD_04_02_010,仕事価値観,私生活との両立,2.933
31,建設機械オペレーター,IPD_04_03_01_001,スキル,読解力,3.083
31,建設機械オペレーター,IPD_04_03_01_002,スキル,傾聴力,3.55
31,建設機械オペレーター,IPD_04_03_01_003,スキル,文章力,2.85
31,建設機械オペレーター,IPD_04_03_01_004,スキル,説明力,3.067
31,建設機械オペレーター,IPD_04_03_01_005,スキル,外国語を読む,0.9
31,建設機械オペレーター,IPD_04_03_01_006,スキル,外国語を聞く,0.817
31,建設機械オペレーター,IPD_04_03_01_007,スキル,外国語で書く,0.567
31,建設機械オペレーター,IPD_04_03_01_008,スキル,外国語で話す,0.633
31,建設機械オペレーター,IPD_04_03_01_009,スキル,数学的素養,2.35
31,建設機械オペレーター,IPD_04_03_01_010,スキル,科学的素養,1.517
31,建設機械オペレーター,IPD_04_03_01_011,スキル,論理と推論(批判的思考),1.917
31,建設機械オペレーター,IPD_04_03_01_012,スキル,新しい情報の応用力,2.35
31,建設機械オペレーター,IPD_04_03_01_013,スキル,学習方法の選択・実践,2.517
31,建設機械オペレーター,IPD_04_03_01_014,スキル,継続的観察と評価,2.517
31,建設機械オペレーター,IPD_04_03_01_015,スキル,他者の反応の理解,2.783
31,建設機械オペレーター,IPD_04_03_01_016,スキル,他者との調整,2.883
31,建設機械オペレーター,IPD_04_03_01_017,スキル,説得,2.567
31,建設機械オペレーター,IPD_04_03_01_018,スキル,交渉,2.633
31,建設機械オペレーター,IPD_04_03_01_019,スキル,指導,3.4
31,建設機械オペレーター,IPD_04_03_01_020,スキル,対人援助サービス,2.067
31,建設機械オペレーター,IPD_04_03_01_021,スキル,複雑な問題解決,2.567
31,建設機械オペレーター,IPD_04_03_01_022,スキル,要件分析(仕様作成),2.317
31,建設機械オペレーター,IPD_04_03_01_023,スキル,カスタマイズと開発,2
31,建設機械オペレーター,IPD_04_03_01_024,スキル,道具、機器、設備の選択,3.183
31,建設機械オペレーター,IPD_04_03_01_025,スキル,設置と設定,2.75
31,建設機械オペレーター,IPD_04_03_01_026,スキル,プログラミング,1.4
31,建設機械オペレーター,IPD_04_03_01_027,スキル,計器監視,2.583
31,建設機械オペレーター,IPD_04_03_01_028,スキル,操作と制御,3.267
31,建設機械オペレーター,IPD_04_03_01_029,スキル,保守点検,3.767
31,建設機械オペレーター,IPD_04_03_01_030,スキル,故障等の原因特定,3.383
31,建設機械オペレーター,IPD_04_03_01_031,スキル,修理,3.467
31,建設機械オペレーター,IPD_04_03_01_032,スキル,クオリティチェック,2.583
31,建設機械オペレーター,IPD_04_03_01_033,スキル,合理的な意思決定,2.3
31,建設機械オペレーター,IPD_04_03_01_034,スキル,企業・組織の活動の分析,1.95
31,建設機械オペレーター,IPD_04_03_01_035,スキル,企業・組織の活動の評価,1.867
31,建設機械オペレーター,IPD_04_03_01_036,スキル,時間管理,2.683
31,建設機械オペレーター,IPD_04_03_01_037,スキル,資金管理,1.683
31,建設機械オペレーター,IPD_04_03_01_038,スキル,資材管理,2.367
31,建設機械オペレーター,IPD_04_03_01_039,スキル,人材管理,2.4
31,建設機械オペレーター,IPD_04_04_01_001,知識,ビジネスと経営,1.067
31,建設機械オペレーター,IPD_04_04_01_002,知識,事務処理,0.883
31,建設機械オペレーター,IPD_04_04_01_003,知識,経済学・会計学,0.75
31,建設機械オペレーター,IPD_04_04_01_004,知識,販売・マーケティング,0.8
31,建設機械オペレーター,IPD_04_04_01_005,知識,顧客サービス・対人サービス,1.1
31,建設機械オペレーター,IPD_04_04_01_006,知識,人事労務管理,0.95
31,建設機械オペレーター,IPD_04_04_01_007,知識,輸送,1.283
31,建設機械オペレーター,IPD_04_04_01_008,知識,生産・加工,1.333
31,建設機械オペレーター,IPD_04_04_01_009,知識,農業・畜産業,0.65
31,建設機械オペレーター,IPD_04_04_01_010,知識,工学,1.283
31,建設機械オペレーター,IPD_04_04_01_011,知識,コンピュータと電子工学,0.867
31,建設機械オペレーター,IPD_04_04_01_012,知識,設計,1.05
31,建設機械オペレーター,IPD_04_04_01_013,知識,建築・建設,2.017
31,建設機械オペレーター,IPD_04_04_01_014,知識,機械,2.45
31,建設機械オペレーター,IPD_04_04_01_015,知識,数学,1.367
31,建設機械オペレーター,IPD_04_04_01_016,知識,物理学,1.233
31,建設機械オペレーター,IPD_04_04_01_017,知識,化学,0.95
31,建設機械オペレーター,IPD_04_04_01_018,知識,生物学,0.65
31,建設機械オペレーター,IPD_04_04_01_019,知識,心理学,0.8
31,建設機械オペレーター,IPD_04_04_01_020,知識,社会学,1.05
31,建設機械オペレーター,IPD_04_04_01_021,知識,地理学,1.1
31,建設機械オペレーター,IPD_04_04_01_022,知識,医学・歯学,0.45
31,建設機械オペレーター,IPD_04_04_01_023,知識,セラピーとカウンセリング,0.417
31,建設機械オペレーター,IPD_04_04_01_024,知識,教育訓練,1.017
31,建設機械オペレーター,IPD_04_04_01_025,知識,日本語の語彙・文法,0.7
31,建設機械オペレーター,IPD_04_04_01_026,知識,外国語の語彙・文法,0.45
31,建設機械オペレーター,IPD_04_04_01_027,知識,芸術,0.533
31,建設機械オペレーター,IPD_04_04_01_028,知識,歴史学・考古学,0.433
31,建設機械オペレーター,IPD_04_04_01_029,知識,哲学・宗教学,0.433
31,建設機械オペレーター,IPD_04_04_01_030,知識,公衆安全・危機管理,1.017
31,建設機械オペレーター,IPD_04_04_01_031,知識,法律学、政治学,0.867
31,建設機械オペレーター,IPD_04_04_01_032,知識,通信技術,0.7
31,建設機械オペレーター,IPD_04_04_01_033,知識,コミュニケーションとメディア,0.833
31,建設機械オペレーター,IPD_04_05_001,仕事の性質,他者とのかかわり,4.2
31,建設機械オペレーター,IPD_04_05_002,仕事の性質,対面での議論,3.8
31,建設機械オペレーター,IPD_04_05_003,仕事の性質,電話での会話,3.95
31,建設機械オペレーター,IPD_04_05_004,仕事の性質,ビジネスレターやメモの作成,2.533
31,建設機械オペレーター,IPD_04_05_005,仕事の性質,仕事上での他者との対立,2.933
31,建設機械オペレーター,IPD_04_05_006,仕事の性質,時間的切迫,3.383
31,建設機械オペレーター,IPD_04_05_007,仕事の性質,グループやチームでの仕事,3.45
31,建設機械オペレーター,IPD_04_05_008,仕事の性質,外部の顧客等との接触,3.1
31,建設機械オペレーター,IPD_04_05_009,仕事の性質,他者と調整し、リードする,3.217
31,建設機械オペレーター,IPD_04_05_010,仕事の性質,厳密さ、正確さ,3.667
31,建設機械オペレーター,IPD_04_05_011,仕事の性質,同一作業の反復,3.183
31,建設機械オペレーター,IPD_04_05_012,仕事の性質,機器等の速度に応じた作業,3.517
31,建設機械オペレーター,IPD_04_05_013,仕事の性質,結果・成果への責任,3.433
31,建設機械オペレーター,IPD_04_05_014,仕事の性質,空調のきいた屋内作業,2.733
31,建設機械オペレーター,IPD_04_05_015,仕事の性質,空調のきいていない屋内作業,2.5
31,建設機械オペレーター,IPD_04_05_016,仕事の性質,屋外作業,4.067
31,建設機械オペレーター,IPD_04_05_017,仕事の性質,座り作業,3.5
31,建設機械オペレーター,IPD_04_05_018,仕事の性質,立ち作業,2.733
31,建設機械オペレーター,IPD_04_05_019,仕事の性質,反復作業,3.467
31,建設機械オペレーター,IPD_04_05_020,仕事の性質,ミスの影響度,3.717
31,建設機械オペレーター,IPD_04_05_021,仕事の性質,意思決定の自由,3.433
31,建設機械オペレーター,IPD_04_05_022,仕事の性質,仕事の構造化,3.167
31,建設機械オペレーター,NA,教育と訓練,学歴(平均教育年数),12.482462977396727
31,建設機械オペレーター,NA,教育と訓練,入職前の訓練期間(平均年数),0.9495772946859904
31,建設機械オペレーター,NA,教育と訓練,入職前の実務経験(平均年数),0.8447782546494992
31,建設機械オペレーター,NA,教育と訓練,入職後の訓練期間(平均年数),2.213661202185792
32,建設・土木作業員,IPD_04_01_001,職業興味,現実的,3.939
32,建設・土木作業員,IPD_04_01_002,職業興味,研究的,2.776
32,建設・土木作業員,IPD_04_01_003,職業興味,芸術的,2.551
32,建設・土木作業員,IPD_04_01_004,職業興味,社会的,3.408
32,建設・土木作業員,IPD_04_01_005,職業興味,企業的,2.816
32,建設・土木作業員,IPD_04_01_006,職業興味,慣習的,3.102
32,建設・土木作業員,IPD_04_02_001,仕事価値観,達成感,3.714
32,建設・土木作業員,IPD_04_02_002,仕事価値観,自律性,3.449
32,建設・土木作業員,IPD_04_02_003,仕事価値観,社会的認知・地位,2.898
32,建設・土木作業員,IPD_04_02_004,仕事価値観,良好な対人関係,3.327
32,建設・土木作業員,IPD_04_02_005,仕事価値観,労働条件(雇用や報酬の安定性),2.735
32,建設・土木作業員,IPD_04_02_006,仕事価値観,労働安全衛生,2.694
32,建設・土木作業員,IPD_04_02_007,仕事価値観,組織的な支援体制,2.714
32,建設・土木作業員,IPD_04_02_008,仕事価値観,専門性,3.388
32,建設・土木作業員,IPD_04_02_009,仕事価値観,奉仕・社会貢献,3.102
32,建設・土木作業員,IPD_04_02_010,仕事価値観,私生活との両立,3.102
32,建設・土木作業員,IPD_04_03_01_001,スキル,読解力,2.49
32,建設・土木作業員,IPD_04_03_01_002,スキル,傾聴力,3
32,建設・土木作業員,IPD_04_03_01_003,スキル,文章力,2.469
32,建設・土木作業員,IPD_04_03_01_004,スキル,説明力,3.224
32,建設・土木作業員,IPD_04_03_01_005,スキル,外国語を読む,0.592
32,建設・土木作業員,IPD_04_03_01_006,スキル,外国語を聞く,0.51
32,建設・土木作業員,IPD_04_03_01_007,スキル,外国語で書く,0.306
32,建設・土木作業員,IPD_04_03_01_008,スキル,外国語で話す,0.306
32,建設・土木作業員,IPD_04_03_01_009,スキル,数学的素養,2.204
32,建設・土木作業員,IPD_04_03_01_010,スキル,科学的素養,1.184
32,建設・土木作業員,IPD_04_03_01_011,スキル,論理と推論(批判的思考),1.98
32,建設・土木作業員,IPD_04_03_01_012,スキル,新しい情報の応用力,2.286
32,建設・土木作業員,IPD_04_03_01_013,スキル,学習方法の選択・実践,2.347
32,建設・土木作業員,IPD_04_03_01_014,スキル,継続的観察と評価,2.327
32,建設・土木作業員,IPD_04_03_01_015,スキル,他者の反応の理解,2.735
32,建設・土木作業員,IPD_04_03_01_016,スキル,他者との調整,3.286
32,建設・土木作業員,IPD_04_03_01_017,スキル,説得,2.939
32,建設・土木作業員,IPD_04_03_01_018,スキル,交渉,2.755
32,建設・土木作業員,IPD_04_03_01_019,スキル,指導,3.306
32,建設・土木作業員,IPD_04_03_01_020,スキル,対人援助サービス,2.286
32,建設・土木作業員,IPD_04_03_01_021,スキル,複雑な問題解決,2.429
32,建設・土木作業員,IPD_04_03_01_022,スキル,要件分析(仕様作成),2.51
32,建設・土木作業員,IPD_04_03_01_023,スキル,カスタマイズと開発,2.429
32,建設・土木作業員,IPD_04_03_01_024,スキル,道具、機器、設備の選択,3.327
32,建設・土木作業員,IPD_04_03_01_025,スキル,設置と設定,2.51
32,建設・土木作業員,IPD_04_03_01_026,スキル,プログラミング,1.633
32,建設・土木作業員,IPD_04_03_01_027,スキル,計器監視,1.98
32,建設・土木作業員,IPD_04_03_01_028,スキル,操作と制御,2.612
32,建設・土木作業員,IPD_04_03_01_029,スキル,保守点検,2.694
32,建設・土木作業員,IPD_04_03_01_030,スキル,故障等の原因特定,2.898
32,建設・土木作業員,IPD_04_03_01_031,スキル,修理,3.224
32,建設・土木作業員,IPD_04_03_01_032,スキル,クオリティチェック,2.673
32,建設・土木作業員,IPD_04_03_01_033,スキル,合理的な意思決定,2.469
32,建設・土木作業員,IPD_04_03_01_034,スキル,企業・組織の活動の分析,2.306
32,建設・土木作業員,IPD_04_03_01_035,スキル,企業・組織の活動の評価,2.245
32,建設・土木作業員,IPD_04_03_01_036,スキル,時間管理,2.796
32,建設・土木作業員,IPD_04_03_01_037,スキル,資金管理,2.041
32,建設・土木作業員,IPD_04_03_01_038,スキル,資材管理,2.571
32,建設・土木作業員,IPD_04_03_01_039,スキル,人材管理,2.347
32,建設・土木作業員,IPD_04_04_01_001,知識,ビジネスと経営,1.143
32,建設・土木作業員,IPD_04_04_01_002,知識,事務処理,1.061
32,建設・土木作業員,IPD_04_04_01_003,知識,経済学・会計学,0.755
32,建設・土木作業員,IPD_04_04_01_004,知識,販売・マーケティング,0.816
32,建設・土木作業員,IPD_04_04_01_005,知識,顧客サービス・対人サービス,1.245
32,建設・土木作業員,IPD_04_04_01_006,知識,人事労務管理,1.184
32,建設・土木作業員,IPD_04_04_01_007,知識,輸送,1.082
32,建設・土木作業員,IPD_04_04_01_008,知識,生産・加工,1.429
32,建設・土木作業員,IPD_04_04_01_009,知識,農業・畜産業,0.592
32,建設・土木作業員,IPD_04_04_01_010,知識,工学,1.082
32,建設・土木作業員,IPD_04_04_01_011,知識,コンピュータと電子工学,0.714
32,建設・土木作業員,IPD_04_04_01_012,知識,設計,1.367
32,建設・土木作業員,IPD_04_04_01_013,知識,建築・建設,2.857
32,建設・土木作業員,IPD_04_04_01_014,知識,機械,2.388
32,建設・土木作業員,IPD_04_04_01_015,知識,数学,1.449
32,建設・土木作業員,IPD_04_04_01_016,知識,物理学,1.327
32,建設・土木作業員,IPD_04_04_01_017,知識,化学,1.082
32,建設・土木作業員,IPD_04_04_01_018,知識,生物学,0.714
32,建設・土木作業員,IPD_04_04_01_019,知識,心理学,0.816
32,建設・土木作業員,IPD_04_04_01_020,知識,社会学,1.143
32,建設・土木作業員,IPD_04_04_01_021,知識,地理学,1.184
32,建設・土木作業員,IPD_04_04_01_022,知識,医学・歯学,0.653
32,建設・土木作業員,IPD_04_04_01_023,知識,セラピーとカウンセリング,0.673
32,建設・土木作業員,IPD_04_04_01_024,知識,教育訓練,1.265
32,建設・土木作業員,IPD_04_04_01_025,知識,日本語の語彙・文法,1.041
32,建設・土木作業員,IPD_04_04_01_026,知識,外国語の語彙・文法,0.449
32,建設・土木作業員,IPD_04_04_01_027,知識,芸術,0.653
32,建設・土木作業員,IPD_04_04_01_028,知識,歴史学・考古学,0.592
32,建設・土木作業員,IPD_04_04_01_029,知識,哲学・宗教学,0.469
32,建設・土木作業員,IPD_04_04_01_030,知識,公衆安全・危機管理,1.347
32,建設・土木作業員,IPD_04_04_01_031,知識,法律学、政治学,1.041
32,建設・土木作業員,IPD_04_04_01_032,知識,通信技術,0.735
32,建設・土木作業員,IPD_04_04_01_033,知識,コミュニケーションとメディア,0.796
32,建設・土木作業員,IPD_04_05_001,仕事の性質,他者とのかかわり,4.347
32,建設・土木作業員,IPD_04_05_002,仕事の性質,対面での議論,3.49
32,建設・土木作業員,IPD_04_05_003,仕事の性質,電話での会話,3.816
32,建設・土木作業員,IPD_04_05_004,仕事の性質,ビジネスレターやメモの作成,2.837
32,建設・土木作業員,IPD_04_05_005,仕事の性質,仕事上での他者との対立,2.694
32,建設・土木作業員,IPD_04_05_006,仕事の性質,時間的切迫,3.388
32,建設・土木作業員,IPD_04_05_007,仕事の性質,グループやチームでの仕事,3.796
32,建設・土木作業員,IPD_04_05_008,仕事の性質,外部の顧客等との接触,3.306
32,建設・土木作業員,IPD_04_05_009,仕事の性質,他者と調整し、リードする,3.429
32,建設・土木作業員,IPD_04_05_010,仕事の性質,厳密さ、正確さ,3.653
32,建設・土木作業員,IPD_04_05_011,仕事の性質,同一作業の反復,3.265
32,建設・土木作業員,IPD_04_05_012,仕事の性質,機器等の速度に応じた作業,3.224
32,建設・土木作業員,IPD_04_05_013,仕事の性質,結果・成果への責任,3.388
32,建設・土木作業員,IPD_04_05_014,仕事の性質,空調のきいた屋内作業,1.98
32,建設・土木作業員,IPD_04_05_015,仕事の性質,空調のきいていない屋内作業,3.122
32,建設・土木作業員,IPD_04_05_016,仕事の性質,屋外作業,4.531
32,建設・土木作業員,IPD_04_05_017,仕事の性質,座り作業,1.776
32,建設・土木作業員,IPD_04_05_018,仕事の性質,立ち作業,4.245
32,建設・土木作業員,IPD_04_05_019,仕事の性質,反復作業,3.449
32,建設・土木作業員,IPD_04_05_020,仕事の性質,ミスの影響度,3.204
32,建設・土木作業員,IPD_04_05_021,仕事の性質,意思決定の自由,3.306
32,建設・土木作業員,IPD_04_05_022,仕事の性質,仕事の構造化,3.163
32,建設・土木作業員,NA,教育と訓練,学歴(平均教育年数),12.341736694677872
32,建設・土木作業員,NA,教育と訓練,入職前の訓練期間(平均年数),0.6165816326530612
32,建設・土木作業員,NA,教育と訓練,入職前の実務経験(平均年数),0.540319777546055
32,建設・土木作業員,NA,教育と訓練,入職後の訓練期間(平均年数),2.2121844840386045
33,潜水士,IPD_04_01_001,職業興味,現実的,3.31
33,潜水士,IPD_04_01_002,職業興味,研究的,3.172
33,潜水士,IPD_04_01_003,職業興味,芸術的,2.793
33,潜水士,IPD_04_01_004,職業興味,社会的,3.138
33,潜水士,IPD_04_01_005,職業興味,企業的,3.172
33,潜水士,IPD_04_01_006,職業興味,慣習的,2.966
33,潜水士,IPD_04_02_001,仕事価値観,達成感,3.414
33,潜水士,IPD_04_02_002,仕事価値観,自律性,3.379
33,潜水士,IPD_04_02_003,仕事価値観,社会的認知・地位,2.862
33,潜水士,IPD_04_02_004,仕事価値観,良好な対人関係,3.138
33,潜水士,IPD_04_02_005,仕事価値観,労働条件(雇用や報酬の安定性),3
33,潜水士,IPD_04_02_006,仕事価値観,労働安全衛生,2.759
33,潜水士,IPD_04_02_007,仕事価値観,組織的な支援体制,2.897
33,潜水士,IPD_04_02_008,仕事価値観,専門性,3.517
33,潜水士,IPD_04_02_009,仕事価値観,奉仕・社会貢献,2.966
33,潜水士,IPD_04_02_010,仕事価値観,私生活との両立,3.103
33,潜水士,IPD_04_03_01_001,スキル,読解力,3.517
33,潜水士,IPD_04_03_01_002,スキル,傾聴力,3.759
33,潜水士,IPD_04_03_01_003,スキル,文章力,3.483
33,潜水士,IPD_04_03_01_004,スキル,説明力,4
33,潜水士,IPD_04_03_01_005,スキル,外国語を読む,1.828
33,潜水士,IPD_04_03_01_006,スキル,外国語を聞く,1.759
33,潜水士,IPD_04_03_01_007,スキル,外国語で書く,1.69
33,潜水士,IPD_04_03_01_008,スキル,外国語で話す,1.793
33,潜水士,IPD_04_03_01_009,スキル,数学的素養,2.793
33,潜水士,IPD_04_03_01_010,スキル,科学的素養,2.483
33,潜水士,IPD_04_03_01_011,スキル,論理と推論(批判的思考),2.586
33,潜水士,IPD_04_03_01_012,スキル,新しい情報の応用力,3.241
33,潜水士,IPD_04_03_01_013,スキル,学習方法の選択・実践,3.276
33,潜水士,IPD_04_03_01_014,スキル,継続的観察と評価,3.138
33,潜水士,IPD_04_03_01_015,スキル,他者の反応の理解,3.345
33,潜水士,IPD_04_03_01_016,スキル,他者との調整,3.69
33,潜水士,IPD_04_03_01_017,スキル,説得,3.31
33,潜水士,IPD_04_03_01_018,スキル,交渉,3.172
33,潜水士,IPD_04_03_01_019,スキル,指導,3.828
33,潜水士,IPD_04_03_01_020,スキル,対人援助サービス,3
33,潜水士,IPD_04_03_01_021,スキル,複雑な問題解決,3
33,潜水士,IPD_04_03_01_022,スキル,要件分析(仕様作成),3.207
33,潜水士,IPD_04_03_01_023,スキル,カスタマイズと開発,3.207
33,潜水士,IPD_04_03_01_024,スキル,道具、機器、設備の選択,3.793
33,潜水士,IPD_04_03_01_025,スキル,設置と設定,3.207
33,潜水士,IPD_04_03_01_026,スキル,プログラミング,1.966
33,潜水士,IPD_04_03_01_027,スキル,計器監視,2.897
33,潜水士,IPD_04_03_01_028,スキル,操作と制御,3.034
33,潜水士,IPD_04_03_01_029,スキル,保守点検,3.276
33,潜水士,IPD_04_03_01_030,スキル,故障等の原因特定,3.345
33,潜水士,IPD_04_03_01_031,スキル,修理,3.31
33,潜水士,IPD_04_03_01_032,スキル,クオリティチェック,3.31
33,潜水士,IPD_04_03_01_033,スキル,合理的な意思決定,3.103
33,潜水士,IPD_04_03_01_034,スキル,企業・組織の活動の分析,3.172
33,潜水士,IPD_04_03_01_035,スキル,企業・組織の活動の評価,2.586
33,潜水士,IPD_04_03_01_036,スキル,時間管理,3.345
33,潜水士,IPD_04_03_01_037,スキル,資金管理,2.931
33,潜水士,IPD_04_03_01_038,スキル,資材管理,3
33,潜水士,IPD_04_03_01_039,スキル,人材管理,3
33,潜水士,IPD_04_04_01_001,知識,ビジネスと経営,1.31
33,潜水士,IPD_04_04_01_002,知識,事務処理,1.621
33,潜水士,IPD_04_04_01_003,知識,経済学・会計学,0.966
33,潜水士,IPD_04_04_01_004,知識,販売・マーケティング,1
33,潜水士,IPD_04_04_01_005,知識,顧客サービス・対人サービス,1.552
33,潜水士,IPD_04_04_01_006,知識,人事労務管理,1.345
33,潜水士,IPD_04_04_01_007,知識,輸送,1.034
33,潜水士,IPD_04_04_01_008,知識,生産・加工,1.103
33,潜水士,IPD_04_04_01_009,知識,農業・畜産業,1.069
33,潜水士,IPD_04_04_01_010,知識,工学,1.345
33,潜水士,IPD_04_04_01_011,知識,コンピュータと電子工学,1.034
33,潜水士,IPD_04_04_01_012,知識,設計,1.276
33,潜水士,IPD_04_04_01_013,知識,建築・建設,1.345
33,潜水士,IPD_04_04_01_014,知識,機械,1.724
33,潜水士,IPD_04_04_01_015,知識,数学,1.103
33,潜水士,IPD_04_04_01_016,知識,物理学,1.241
33,潜水士,IPD_04_04_01_017,知識,化学,1.103
33,潜水士,IPD_04_04_01_018,知識,生物学,1.448
33,潜水士,IPD_04_04_01_019,知識,心理学,0.862
33,潜水士,IPD_04_04_01_020,知識,社会学,1.069
33,潜水士,IPD_04_04_01_021,知識,地理学,1.379
33,潜水士,IPD_04_04_01_022,知識,医学・歯学,1.207
33,潜水士,IPD_04_04_01_023,知識,セラピーとカウンセリング,0.897
33,潜水士,IPD_04_04_01_024,知識,教育訓練,0.931
33,潜水士,IPD_04_04_01_025,知識,日本語の語彙・文法,1
33,潜水士,IPD_04_04_01_026,知識,外国語の語彙・文法,0.793
33,潜水士,IPD_04_04_01_027,知識,芸術,0.862
33,潜水士,IPD_04_04_01_028,知識,歴史学・考古学,0.897
33,潜水士,IPD_04_04_01_029,知識,哲学・宗教学,0.828
33,潜水士,IPD_04_04_01_030,知識,公衆安全・危機管理,1
33,潜水士,IPD_04_04_01_031,知識,法律学、政治学,1.207
33,潜水士,IPD_04_04_01_032,知識,通信技術,0.966
33,潜水士,IPD_04_04_01_033,知識,コミュニケーションとメディア,1
33,潜水士,IPD_04_05_001,仕事の性質,他者とのかかわり,3.586
33,潜水士,IPD_04_05_002,仕事の性質,対面での議論,3
33,潜水士,IPD_04_05_003,仕事の性質,電話での会話,3.552
33,潜水士,IPD_04_05_004,仕事の性質,ビジネスレターやメモの作成,2.862
33,潜水士,IPD_04_05_005,仕事の性質,仕事上での他者との対立,2.379
33,潜水士,IPD_04_05_006,仕事の性質,時間的切迫,2.793
33,潜水士,IPD_04_05_007,仕事の性質,グループやチームでの仕事,3.586
33,潜水士,IPD_04_05_008,仕事の性質,外部の顧客等との接触,2.862
33,潜水士,IPD_04_05_009,仕事の性質,他者と調整し、リードする,3.276
33,潜水士,IPD_04_05_010,仕事の性質,厳密さ、正確さ,3.414
33,潜水士,IPD_04_05_011,仕事の性質,同一作業の反復,3.207
33,潜水士,IPD_04_05_012,仕事の性質,機器等の速度に応じた作業,3.207
33,潜水士,IPD_04_05_013,仕事の性質,結果・成果への責任,3.345
33,潜水士,IPD_04_05_014,仕事の性質,空調のきいた屋内作業,2.828
33,潜水士,IPD_04_05_015,仕事の性質,空調のきいていない屋内作業,3.345
33,潜水士,IPD_04_05_016,仕事の性質,屋外作業,3.828
33,潜水士,IPD_04_05_017,仕事の性質,座り作業,2.379
33,潜水士,IPD_04_05_018,仕事の性質,立ち作業,3.103
33,潜水士,IPD_04_05_019,仕事の性質,反復作業,2.793
33,潜水士,IPD_04_05_020,仕事の性質,ミスの影響度,3.379
33,潜水士,IPD_04_05_021,仕事の性質,意思決定の自由,3.483
33,潜水士,IPD_04_05_022,仕事の性質,仕事の構造化,3.31
33,潜水士,NA,教育と訓練,学歴(平均教育年数),12.99829351535836
